Season,Year,City,Name,Sex,NOC,Discipline,Event,Medal
Summer,1900,Paris,HALL Dave,Male,USA,Athletics,800 metres - Men,Bronze
Summer,1900,Paris,TYSOE Alfred,Male,GBR,Athletics,800 metres - Men,Gold
Summer,1900,Paris,CREGAN John,Male,USA,Athletics,800 metres - Men,Silver
Summer,1900,Paris,SHELDON Dick,Male,USA,Athletics,Discus Throw - Men,Bronze
Summer,1900,Paris,BAUER Rudolf,Male,HUN,Athletics,Discus Throw - Men,Gold
Summer,1900,Paris,JANDA-SUK František,Male,BOH,Athletics,Discus Throw - Men,Silver
Summer,1900,Paris,MCCRACKEN Josiah,Male,USA,Athletics,Hammer Throw - Men,Bronze
Summer,1900,Paris,FLANAGAN John,Male,USA,Athletics,Hammer Throw - Men,Gold
Summer,1900,Paris,HARE Truxtun,Male,USA,Athletics,Hammer Throw - Men,Silver
Summer,1900,Paris,GÖNCZY Lajos,Male,HUN,Athletics,High Jump - Men,Bronze
Summer,1900,Paris,BAXTER Irv,Male,USA,Athletics,High Jump - Men,Gold
Summer,1900,Paris,LEAHY Pat,Male,GBR,Athletics,High Jump - Men,Silver
Summer,1900,Paris,LEAHY Pat,Male,GBR,Athletics,Long Jump - Men,Bronze
Summer,1900,Paris,KRAENZLEIN Al,Male,USA,Athletics,Long Jump - Men,Gold
Summer,1900,Paris,PRINSTEIN Meyer,Male,USA,Athletics,Long Jump - Men,Silver
Summer,1900,Paris,FAST Ernst,Male,SWE,Athletics,Marathon - Men,Bronze
Summer,1900,Paris,THÉATO Michel,Male,FRA,Athletics,Marathon - Men,Gold
Summer,1900,Paris,CHAMPION Émile,Male,FRA,Athletics,Marathon - Men,Silver
Summer,1900,Paris,ANDERSEN Carl Albert,Male,NOR,Athletics,Pole Vault - Men,Bronze
Summer,1900,Paris,BAXTER Irv,Male,USA,Athletics,Pole Vault - Men,Gold
Summer,1900,Paris,COLKET Meredith,Male,USA,Athletics,Pole Vault - Men,Silver
Summer,1900,Paris,GARRETT Bob,Male,USA,Athletics,Shot Put - Men,Bronze
Summer,1900,Paris,SHELDON Dick,Male,USA,Athletics,Shot Put - Men,Gold
Summer,1900,Paris,MCCRACKEN Josiah,Male,USA,Athletics,Shot Put - Men,Silver
Summer,1900,Paris,SHELDON Lewis,Male,USA,Athletics,Standing High Jump - Men,Bronze
Summer,1900,Paris,EWRY Ray,Male,USA,Athletics,Standing High Jump - Men,Gold
Summer,1900,Paris,BAXTER Irv,Male,USA,Athletics,Standing High Jump - Men,Silver
Summer,1900,Paris,TORCHEBEUF Émile,Male,FRA,Athletics,Standing Long Jump - Men,Bronze
Summer,1900,Paris,EWRY Ray,Male,USA,Athletics,Standing Long Jump - Men,Gold
Summer,1900,Paris,BAXTER Irv,Male,USA,Athletics,Standing Long Jump - Men,Silver
Summer,1900,Paris,GARRETT Bob,Male,USA,Athletics,Standing Triple Jump - Men,Bronze
Summer,1900,Paris,EWRY Ray,Male,USA,Athletics,Standing Triple Jump - Men,Gold
Summer,1900,Paris,BAXTER Irv,Male,USA,Athletics,Standing Triple Jump - Men,Silver
Summer,1900,Paris,SHELDON Lewis,Male,USA,Athletics,Triple Jump - Men,Bronze
Summer,1900,Paris,PRINSTEIN Meyer,Male,USA,Athletics,Triple Jump - Men,Gold
Summer,1900,Paris,CONNOLLY James B.,Male,USA,Athletics,Triple Jump - Men,Silver
Summer,1900,Paris,BEACHCROFT Charles,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,BIRKETT Arthur,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,BOWERMAN Alfred,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,BUCKLEY George,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,BURCHELL Francis,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,CHRISTIAN Frederick,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,CORNER Harry,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,CUMING Frederick,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,DONNE William,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,POWLESLAND Alfred,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,SYMES John,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,TOLLER Montagu,Male,GBR,Cricket,Cricket - Men,Gold
Summer,1900,Paris,ANDERSON William,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,ATTRILL William,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,BRAID J.,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,BROWNING W.,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,HORNE Robert,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,JORDAN Timothée,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,MACEVOY Arthur,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,ROBINSON Douglas,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,SCHNEIDAU Alfred,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,ROQUES H. F.,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,TERRY Henry,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,TOMALIN Philip,Male,FRA,Cricket,Cricket - Men,Silver
Summer,1900,Paris,AUMOITTE Gaston,Male,FRA,Croquet,Mixed Doubles - Open,Gold
Summer,1900,Paris,JOHIN Georges,Male,FRA,Croquet,Mixed Doubles - Open,Gold
Summer,1900,Paris,WAYDELICH Chrétien,Male,FRA,Croquet,Singles One Ball - Open,Bronze
Summer,1900,Paris,AUMOITTE Gaston,Male,FRA,Croquet,Singles One Ball - Open,Gold
Summer,1900,Paris,JOHIN Georges,Male,FRA,Croquet,Singles One Ball - Open,Silver
Summer,1900,Paris,SAUTEREAU Jacques,Male,FRA,Croquet,Singles Two Balls - Open,Bronze
Summer,1900,Paris,WAYDELICH Chrétien,Male,FRA,Croquet,Singles Two Balls - Open,Gold
Summer,1900,Paris,VIGNEROT Maurice,Male,FRA,Croquet,Singles Two Balls - Open,Silver
Summer,1900,Paris,DAUMAIN Auguste,Male,FRA,Cycling Track,25 kilometres - Men,Bronze
Summer,1900,Paris,BASTIEN Louis,Male,FRA,Cycling Track,25 kilometres - Men,Gold
Summer,1900,Paris,HILDEBRAND Lloyd,Male,GBR,Cycling Track,25 kilometres - Men,Silver
Summer,1900,Paris,TROUSSELIER Louis,Male,FRA,Cycling Track,Course de Primes - Men,Bronze
Summer,1900,Paris,BRUSONI Enrico,Male,ITA,Cycling Track,Course de Primes - Men,Gold
Summer,1900,Paris,DUILL Karl,Male,GER,Cycling Track,Course de Primes - Men,Silver
Summer,1900,Paris,LAKE John,Male,USA,Cycling Track,Sprint - Men,Bronze
Summer,1900,Paris,TAILLANDIER Albert,Male,FRA,Cycling Track,Sprint - Men,Gold
Summer,1900,Paris,SANZ Fernand,Male,FRA,Cycling Track,Sprint - Men,Silver
Summer,1900,Paris,DE NEUFLIZE Jean Baron,Male,FRA,Equestrian Driving,Four-in-Hand Competition - Open,Bronze
Summer,1900,Paris,NAGELMACKERS Georges,Male,BEL,Equestrian Driving,Four-in-Hand Competition - Open,Gold
Summer,1900,Paris,THOME Léon,Male,FRA,Equestrian Driving,Four-in-Hand Competition - Open,Silver
Summer,1900,Paris,DE MONTESQUIOU-FÉZENSAC Robert,Male,FRA,Equestrian Driving,Hacks-and-Hunter Combined - Open,Bronze
Summer,1900,Paris,MURAT Louis Napoléon,Male,FRA,Equestrian Driving,Hacks-and-Hunter Combined - Open,Gold
Summer,1900,Paris,ARCHENOUL Victor,Male,FRA,Equestrian Driving,Hacks-and-Hunter Combined - Open,Silver
Summer,1900,Paris,VAN DER POELE Georges,Male,BEL,Equestrian Jumping,High Jump - Open,Bronze
Summer,1900,Paris,GARDÈRES Dominique,Male,FRA,Equestrian Jumping,High Jump - Open,Gold
Summer,1900,Paris,TRISSINO Giangiorgio Count,Male,ITA,Equestrian Jumping,High Jump - Open,Gold
Summer,1900,Paris,DE CHAMPSAVIN Louis,Male,FRA,Equestrian Jumping,Jumping Individual - Open,Bronze
Summer,1900,Paris,HAEGEMAN Aimé,Male,BEL,Equestrian Jumping,Jumping Individual - Open,Gold
Summer,1900,Paris,VAN DER POELE Georges,Male,BEL,Equestrian Jumping,Jumping Individual - Open,Silver
Summer,1900,Paris,DE PRUNELÉ Jacques,Male,FRA,Equestrian Jumping,Long Jump - Open,Bronze
Summer,1900,Paris,VAN LANGHENDONCK Constant,Male,BEL,Equestrian Jumping,Long Jump - Open,Gold
Summer,1900,Paris,TRISSINO Giangiorgio Count,Male,ITA,Equestrian Jumping,Long Jump - Open,Silver
Summer,1900,Paris,SÉE Léon,Male,FRA,Fencing,Épée Individual - Men,Bronze
Summer,1900,Paris,FONST Ramón,Male,CUB,Fencing,Épée Individual - Men,Gold
Summer,1900,Paris,PERRÉE Louis,Male,FRA,Fencing,Épée Individual - Men,Silver
Summer,1900,Paris,SÉE Léon,Male,FRA,Fencing,Épée Masters and Amateurs Individual - Men,Bronze
Summer,1900,Paris,AYAT Albert,Male,FRA,Fencing,Épée Masters and Amateurs Individual - Men,Gold
Summer,1900,Paris,FONST Ramón,Male,CUB,Fencing,Épée Masters and Amateurs Individual - Men,Silver
Summer,1900,Paris,LAURENT Henri,Male,FRA,Fencing,Épée Masters Individual - Men,Bronze
Summer,1900,Paris,AYAT Albert,Male,FRA,Fencing,Épée Masters Individual - Men,Gold
Summer,1900,Paris,BOUGNOL Gilbert,Male,FRA,Fencing,Épée Masters Individual - Men,Silver
Summer,1900,Paris,BOULENGER Marcel,Male,FRA,Fencing,Foil Individual - Men,Bronze
Summer,1900,Paris,COSTE Émile,Male,FRA,Fencing,Foil Individual - Men,Gold
Summer,1900,Paris,MASSON Henri,Male,FRA,Fencing,Foil Individual - Men,Silver
Summer,1900,Paris,MIMIAGUE Jean-Baptiste,Male,FRA,Fencing,Foil Masters Individual - Men,Bronze
Summer,1900,Paris,MÉRIGNAC Lucien,Male,FRA,Fencing,Foil Masters Individual - Men,Gold
Summer,1900,Paris,KIRCHHOFFER Alphonse,Male,FRA,Fencing,Foil Masters Individual - Men,Silver
Summer,1900,Paris,FLESCH Fritz,Male,AUT,Fencing,Sabre Individual - Men,Bronze
Summer,1900,Paris,DE LA FALAISE Georges Count,Male,FRA,Fencing,Sabre Individual - Men,Gold
Summer,1900,Paris,THIÉBAUT Léon,Male,FRA,Fencing,Sabre Individual - Men,Silver
Summer,1900,Paris,NERALIĆ Milan,Male,AUT,Fencing,Sabre Masters Individual - Men,Bronze
Summer,1900,Paris,CONTE Antonio,Male,ITA,Fencing,Sabre Masters Individual - Men,Gold
Summer,1900,Paris,SANTELLI Italo,Male,ITA,Fencing,Sabre Masters Individual - Men,Silver
Summer,1900,Paris,DELBECQUE Marius,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,KELECOM Raul,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,LEBOUTTE Marcel,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,LONDOT Lucien,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,MOREAU DE MELEN Ernest,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,NEEFS Eugène,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,PELGRIMS Gustave,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,RENIER Alphonse,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,SPANOGHE Hilaire,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,THORNTON Eric,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,VAN HEUCKELUM Henk,Male,BEL,Football,Football - Men,Bronze
Summer,1900,Paris,BURRIDGE Tom,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,BUCKENHAM Claude,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,CHALK Alfred,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,GOSLING William,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,HASLAM Henry,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,JONES James,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,NICHOLAS Jack,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,QUASH Bill,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,SPACKMAN Fred,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,TURNER R. R.,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,ZEALLEY Jack,Male,GBR,Football,Football - Men,Gold
Summer,1900,Paris,ALLEMANE Pierre,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,BACH Louis,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,CANELLE Fernand,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,DUPARC R.,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,FRAYSSE Eugène,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,GAILLARD Virgile,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,GARNIER Georges,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,GRANDJEAN René,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,HUTEAU Lucien,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,LAMBERT Marcel,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,MACAIRE Maurice,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,PELTIER Gaston,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,BLOCH Alfred,Male,FRA,Football,Football - Men,Silver
Summer,1900,Paris,PRATT Abbie,Female,FRA,Golf,Individual - Women,Bronze
Summer,1900,Paris,ABBOTT Margaret,Female,USA,Golf,Individual - Women,Gold
Summer,1900,Paris,WHITTIER Polly,Female,SUI,Golf,Individual - Women,Silver
Summer,1900,Paris,ROBERTSON David,Male,GBR,Golf,Individual - Men,Bronze
Summer,1900,Paris,SANDS Charles,Male,USA,Golf,Individual - Men,Gold
Summer,1900,Paris,RUTHERFORD Walter,Male,GBR,Golf,Individual - Men,Silver
Summer,1900,Paris,DÉMANET Lucien,Male,FRA,Artistic Gymnastics,Individual All-Around - Men,Bronze
Summer,1900,Paris,SANDRAS Gustave,Male,FRA,Artistic Gymnastics,Individual All-Around - Men,Gold
Summer,1900,Paris,BAS Noël,Male,FRA,Artistic Gymnastics,Individual All-Around - Men,Silver
Summer,1900,Paris,VILLOTA Francisco,Male,ESP,Pelota Vasca,Two-man Teams with Cesta - Men,Gold
Summer,1900,Paris,DE AMÉZOLA José,Male,ESP,Pelota Vasca,Two-man Teams with Cesta - Men,Gold
Summer,1900,Paris,ESCANDÓN Manuel,Male,MEX,Polo,Polo - Men,Bronze
Summer,1900,Paris,ESCANDÓN Eustaquio,Male,MEX,Polo,Polo - Men,Bronze
Summer,1900,Paris,ESCANDÓN Pablo,Male,MEX,Polo,Polo - Men,Bronze
Summer,1900,Paris,WRIGHT William,Male,USA,Polo,Polo - Men,Bronze
Summer,1900,Paris,FOURNIER-SARLOVÈZE Robert,Male,FRA,Polo,Polo - Men,Bronze
Summer,1900,Paris,RAOUL-DUVAL Maurice,Male,FRA,Polo,Polo - Men,Bronze
Summer,1900,Paris,DE ROTHSCHILD Édouard,Male,FRA,Polo,Polo - Men,Bronze
Summer,1900,Paris,GILL Frederick,Male,FRA,Polo,Polo - Men,Bronze
Summer,1900,Paris,BERESFORD John,Male,GBR,Polo,Polo - Men,Gold
Summer,1900,Paris,DALY Denis,Male,GBR,Polo,Polo - Men,Gold
Summer,1900,Paris,KEENE Foxhall,Male,GBR,Polo,Polo - Men,Gold
Summer,1900,Paris,MACKEY Frank,Male,GBR,Polo,Polo - Men,Gold
Summer,1900,Paris,RAWLINSON Toby,Male,GBR,Polo,Polo - Men,Gold
Summer,1900,Paris,BUCKMASTER Walter,Male,GBR,Polo,Polo - Men,Silver
Summer,1900,Paris,DE MADRE Jean,Male,GBR,Polo,Polo - Men,Silver
Summer,1900,Paris,FREAKE Frederick,Male,GBR,Polo,Polo - Men,Silver
Summer,1900,Paris,MCCREERY Walter,Male,GBR,Polo,Polo - Men,Silver
Summer,1900,Paris,BRANDT François,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,BROCKMANN Hermanus,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,KLEIN Roelof,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,LEEGSTRA Ruurd,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,MEIJER TIMMERMAN THIJSSEN Walter,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,MIDDELBERG Walter,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,OFFERHAUS Hendrik,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,TROMP Henricus,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,VAN DIJK Johannes,Male,NED,Rowing,Coxed Eights - Men,Bronze
Summer,1900,Paris,ABELL Lou,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,CARR Bill,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,DEBAECKE Harry,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,EXLEY JR. John,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,GEIGER John,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,HEDLEY Ed,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,JUVENAL Jim,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,LOCKWOOD Roscoe,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,MARSH Ed,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1900,Paris,BRUGGEMAN Prospère,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,DE BISSCHOP Jules,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,DE COCK Oscar,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,DE SOMVILLE Oscar,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,HEMELSOET Maurice,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,ODBERG Frank,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,VAN CROMBRUGGE Marcel,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,VAN LANDEGHEM Alfred,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,VERDONCK Maurice,Male,BEL,Rowing,Coxed Eights - Men,Silver
Summer,1900,Paris,AMMERMANN Max,Male,GER,Rowing,Coxed Fours Race #1 - Men,Bronze
Summer,1900,Paris,CARSTENS Wilhelm,Male,GER,Rowing,Coxed Fours Race #1 - Men,Bronze
Summer,1900,Paris,KÖRNER Julius,Male,GER,Rowing,Coxed Fours Race #1 - Men,Bronze
Summer,1900,Paris,MÖLLER Adolf,Male,GER,Rowing,Coxed Fours Race #1 - Men,Bronze
Summer,1900,Paris,RÜSTER Hugo,Male,GER,Rowing,Coxed Fours Race #1 - Men,Bronze
Summer,1900,Paris,MOTHS Gustav-Adolf,Male,GER,Rowing,Coxed Fours Race #1 - Men,Bronze
Summer,1900,Paris,BOUCKAERT Henri,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Gold
Summer,1900,Paris,CAU Jean,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Gold
Summer,1900,Paris,CHARLOT ,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Gold
Summer,1900,Paris,DELCHAMBRE Émile,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Gold
Summer,1900,Paris,HAZEBROUCK Henri,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Gold
Summer,1900,Paris,LUMPP Georges,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Silver
Summer,1900,Paris,PERRIN Charles,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Silver
Summer,1900,Paris,SOUBEYRAN Daniel,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Silver
Summer,1900,Paris,WEGELIN Émile,Male,FRA,Rowing,Coxed Fours Race #1 - Men,Silver
Summer,1900,Paris,FELLE Ernst,Male,GER,Rowing,Coxed Fours Race #2 - Men,Bronze
Summer,1900,Paris,FICKEISEN Otto,Male,GER,Rowing,Coxed Fours Race #2 - Men,Bronze
Summer,1900,Paris,KRÖWERATH Franz,Male,GER,Rowing,Coxed Fours Race #2 - Men,Bronze
Summer,1900,Paris,LEHLE Karl,Male,GER,Rowing,Coxed Fours Race #2 - Men,Bronze
Summer,1900,Paris,WILKER Hermann,Male,GER,Rowing,Coxed Fours Race #2 - Men,Bronze
Summer,1900,Paris,GOßLER Carl Heinrich,Male,GER,Rowing,Coxed Fours Race #2 - Men,Gold
Summer,1900,Paris,GOßLER Gustav,Male,GER,Rowing,Coxed Fours Race #2 - Men,Gold
Summer,1900,Paris,GOßLER Oscar,Male,GER,Rowing,Coxed Fours Race #2 - Men,Gold
Summer,1900,Paris,KATZENSTEIN Walther,Male,GER,Rowing,Coxed Fours Race #2 - Men,Gold
Summer,1900,Paris,TIETGENS Waldemar,Male,GER,Rowing,Coxed Fours Race #2 - Men,Gold
Summer,1900,Paris,BROCKMANN Hermanus,Male,NED,Rowing,Coxed Fours Race #2 - Men,Silver
Summer,1900,Paris,HIEBENDAAL Coenraad,Male,NED,Rowing,Coxed Fours Race #2 - Men,Silver
Summer,1900,Paris,LOTSIJ Geert,Male,NED,Rowing,Coxed Fours Race #2 - Men,Silver
Summer,1900,Paris,LOTSIJ Paul,Male,NED,Rowing,Coxed Fours Race #2 - Men,Silver
Summer,1900,Paris,TERWOGT Johannes,Male,NED,Rowing,Coxed Fours Race #2 - Men,Silver
Summer,1900,Paris,DELTOUR Carlos,Male,FRA,Rowing,Coxed Pairs - Men,Bronze
Summer,1900,Paris,PAOLI ,Male,FRA,Rowing,Coxed Pairs - Men,Bronze
Summer,1900,Paris,VÉDRENNE Antoine,Male,FRA,Rowing,Coxed Pairs - Men,Bronze
Summer,1900,Paris,BRANDT François,Male,NED,Rowing,Coxed Pairs - Men,Gold
Summer,1900,Paris,KLEIN Roelof,Male,NED,Rowing,Coxed Pairs - Men,Gold
Summer,1900,Paris,MARTINET Lucien,Male,FRA,Rowing,Coxed Pairs - Men,Silver
Summer,1900,Paris,WALEFF René,Male,FRA,Rowing,Coxed Pairs - Men,Silver
Summer,1900,Paris,ASHE St George,Male,GBR,Rowing,Single Sculls - Men,Bronze
Summer,1900,Paris,BARRELET Hermann,Male,FRA,Rowing,Single Sculls - Men,Gold
Summer,1900,Paris,GAUDIN André,Male,FRA,Rowing,Single Sculls - Men,Silver
Summer,1900,Paris,ALBERT A.,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,AÏTOFF Vladimir,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,BINOCHE Léon,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,COLLAS Jean,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,GAUTIER Jean-Guy,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,GIROUX Auguste,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,GONDOUIN Charles,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,HENRIQUEZ Constantin,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,HERVÉ Jean,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,LARDANCHET Victor,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,LEFÈBVRE Hubert,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,OLIVIER Joseph,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,PHARAMOND Alexandre,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,RISCHMANN André,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,ROOSEVELT André,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,SARRADE Émile,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,REICHEL Frantz,Male,FRA,Rugby,Rugby - Men,Gold
Summer,1900,Paris,BAYLIS Frank,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,BIRTLES Henry,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,CANTION James,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,DARBY Arthur,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,DEYKIN Clement,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,HOOD L.,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,LOGAN M. L.,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,LOVEITT Herbert,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,NICOL Herbert,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,SMITH V.,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,TALBOTT M. W.,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,WALLIS Joseph,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,WHITTINDALE Claud,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,WHITTINDALE Raymond,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,WILSON Frank,Male,GBR,Rugby,Rugby - Men,Silver
Summer,1900,Paris,AMRHEIN Albert,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,BETTING Hugo,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,HERMANN Jacob,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,HOFMEISTER Willy,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,KREUZER Hermann,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,LANDVOIGT Arnold,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,LATSCHA Hans,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,LUDWIG Erich,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,LUDWIG Richard,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,MÜLLER Fritz,Male,GER,Rugby,Rugby - Men,Silver
Summer,1900,Paris,POPPE Eduard,Male,GER,Rugby,Rugby - Men,Silver
